Subdistrict,Fishery,Sample week,HARVDATE,RED,KING,COHO
Glennallen Subdistrict,STATE SUB,5,7/2/2020,8,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,38,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,10,2,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,10,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,73,2,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,22,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,5,1,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,3,1,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,15,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,1,2,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,24,1,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/2/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,65,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,4,2,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,29,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,5,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,13,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/2/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,21,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,12,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,24,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,17,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,20,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,11,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,54,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,13,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,50,2,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,24,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,8,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,20,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,27,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,130,5,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,16,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,6,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,2,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,4,1,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,10,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,26,2,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,5,4,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,7/3/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,29,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,0,4,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,7,4,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,7,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,12,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/3/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,11,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,25,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,15,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,30,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,2,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,7,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,2,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,29,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,41,2,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,2,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,30,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,24,2,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,63,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,12,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,2,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,9,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,32,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,6,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,11,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,9,2,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,11,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,4,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,26,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,5,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,16,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,9,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,39,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,1,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,10,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,7,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,7,4,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,3,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,18,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,15,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,4,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,18,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,11,2,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,0,0,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,5,1,0
Glennallen Subdistrict,STATE SUB,5,7/4/2020,9,3,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,9,1,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,20,2,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,30,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,5,7/4/2020,35,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,8,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,15,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,21,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,3,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,9,2,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,13,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,4,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,5,3,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,30,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,4,1,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,18,3,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,24,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,12,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,57,2,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,3,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,78,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,3,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,25,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,4,1,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,0,1,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,6,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,51,1,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,16,0,0
Glennallen Subdistrict,STATE SUB,6,7/5/2020,31,3,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,13,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,10,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/5/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,15,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,46,3,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,21,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,4,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,20,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,24,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,3,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,18,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,15,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,1,1,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,2,1,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,0,1,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,4,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,26,0,0
Glennallen Subdistrict,STATE SUB,6,7/6/2020,34,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,8,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,3,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,25,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,7,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,7,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,20,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/6/2020,11,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,16,1,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,35,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,3,1,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,6,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,30,2,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,23,1,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,105,2,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,10,0,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,24,1,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,44,13,0
Glennallen Subdistrict,STATE SUB,6,7/7/2020,21,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,9,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,9,7,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,4,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,30,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,11,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,13,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/7/2020,3,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,4,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,8,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,9,2,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,25,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,8,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,23,1,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,33,1,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,8,0,0
Glennallen Subdistrict,STATE SUB,6,7/8/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,7,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,12,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,20,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,20,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,14,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,40,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,1,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/8/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,4,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,26,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,32,5,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,18,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,16,3,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,14,2,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,16,1,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,24,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,8,4,0
Glennallen Subdistrict,STATE SUB,6,7/9/2020,0,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,19,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,21,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,10,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,28,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,9,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,12,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,4,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,13,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/9/2020,5,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,7,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,15,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,15,3,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,12,6,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,27,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,38,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,15,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,4,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,22,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,10,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,7,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,0,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,32,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,3,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,5,2,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,6,2,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,30,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,5,1,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,7,2,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/10/2020,18,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,4,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,27,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,80,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,3,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,20,1,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,2,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,27,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,15,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/10/2020,10,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,5,5,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,16,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,5,2,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,6,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,12,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,5,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,8,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,86,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,9,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,20,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,10,1,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,42,2,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,2,3,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,0,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,27,1,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,22,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,2,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,3,1,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,21,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,7,2,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,1,0,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,1,1,0
Glennallen Subdistrict,STATE SUB,6,7/11/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,5,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,0,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,6,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,0,3,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,1,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,23,0,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,50,2,0
Glennallen Subdistrict,Fed GSD Sub,6,7/11/2020,16,0,0
Glennallen Subdistrict,STATE SUB,7,7/12/2020,3,2,0
